wallet_address,date_of_first_income,array_of_monthly_ether_income
0x27d183ec8c20818d6767475253663da2c8a53f1e,2020-05-19 07:55:27,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.026857301473533667), ('2020-6', 0.046138799192035326), ('2020-7', 0.05136745664873899), ('2020-8', 0.06849597841840951), ('2020-9', 0.12602735163265166), ('2020-10', 0.09528352385955442), ('2020-11', 0.07660494895849147), ('2020-12', 0.1054524726335692)]
0x9469819c4f2f1fe9b124b3af5c446ea9d4289501,2020-10-21 08:54:56,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.0), ('2020-10', 0.06002669394474996), ('2020-11', 0.09001552881259041), ('2020-12', 0.030887251421474186)]
0x055a8ee76da391ef00590169762b4a3b7335733f,2020-12-23 23:38:50,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.0), ('2020-10', 0.0), ('2020-11', 0.0), ('2020-12', 0.20021478847072796)]
0x759e551903d3883fb941a1593b4c1087c93dafc9,2017-12-23 16:54:43,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.2002121580934238), ('2018-1', 1.1029084341581985), ('2018-2', 0.6004011526955898), ('2018-3', 0.5505949306774958), ('2018-4', 0.5003477495815778), ('2018-5', 0.4003840201991029), ('2018-6', 1.102520214015552), ('2018-7', 0.850963602951977), ('2018-8', 0.5504487824964892), ('2018-9', 1.2031968992759852), ('2018-10', 1.4558863241376416), ('2018-11', 1.5081351600672324), ('2018-12', 1.9245454872700412), ('2019-1', 1.6631513124516109), ('2019-2', 1.4667544501138874), ('2019-3', 1.4032317804106964), ('2019-4', 1.2531893856203389), ('2019-5', 1.2024970406492108), ('2019-6', 1.3028365397458317), ('2019-7', 1.1518024010491124), ('2019-8', 1.152015262691689), ('2019-9', 1.1521518026191484), ('2019-10', 1.1516821506482975), ('2019-11', 1.0517397653153133), ('2019-12', 1.0020548918327028), ('2020-1', 1.252779136825238), ('2020-2', 0.7007363453009462), ('2020-3', 0.7510232519204267), ('2020-4', 0.7008503212474195), ('2020-5', 0.7008941619062705), ('2020-6', 0.8074085322230985), ('2020-7', 0.8010782040329227), ('2020-8', 0.9020217858962257), ('2020-9', 0.918605135676931), ('2020-10', 0.5504955351659134), ('2020-11', 0.45058967870470934), ('2020-12', 0.0891829996208641)]
0xf90f0e60943ff039bbeb6c4d5853e630dffdf90e,2020-11-27 02:09:43,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.0), ('2020-10', 0.0), ('2020-11', 0.055873126036556794), ('2020-12', 0.3089262260731523)]
0x874711a47c4c2bdbec5598d2b0bb80da31cd3cc6,2020-06-17 16:29:58,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0100402062559458), ('2020-7', 0.41078555071372286), ('2020-8', 1.7908942497340006), ('2020-9', 2.6104386577048047), ('2020-10', 1.6168226111094113), ('2020-11', 1.5247920749736668), ('2020-12', 1.5229617698141986)]
0x305ef83844227da1a728d96ce23141b4378399f3,2020-01-29 01:33:13,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.47426498342543266), ('2020-2', 1.8549422068442962), ('2020-3', 1.2378211689870984), ('2020-4', 0.9364065578744852), ('2020-5', 1.4505746637525712), ('2020-6', 1.286994430243046), ('2020-7', 1.947299021969029), ('2020-8', 3.1036917181090224), ('2020-9', 2.082517387189261), ('2020-10', 1.3401176607103449), ('2020-11', 1.9115037093210414), ('2020-12', 1.1157355847039712)]
0x7cd1340d540b78eb817ca9b8d3ae7eb531bdde52,2018-05-16 06:55:51,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.35039251348649614), ('2018-6', 0.7012902733361732), ('2018-7', 0.7009246200480489), ('2018-8', 0.6004567077782639), ('2018-9', 0.6008367262280992), ('2018-10', 0.7510656794356928), ('2018-11', 0.8012089521641059), ('2018-12', 0.9516119742840428), ('2019-1', 0.7008925772762414), ('2019-2', 0.7009245444898684), ('2019-3', 0.5506188251154208), ('2019-4', 0.0500823943738031), ('2019-5', 0.010009900881301428), ('2019-6', 0.1571391177848522), ('2019-7', 0.1049178273785093), ('2019-8', 0.2600953643798761), ('2019-9', 0.2370376302178601), ('2019-10', 0.2420062012976533), ('2019-11', 0.16009132243605484), ('2019-12', 0.22176224663409694), ('2020-1', 0.3001470238212036), ('2020-2', 0.25008861333350096), ('2020-3', 0.24505375097035387), ('2020-4', 0.3001556650868631), ('2020-5', 0.30029969493536607), ('2020-6', 0.3531775506695595), ('2020-7', 0.30015940326551566), ('2020-8', 0.27750033225368276), ('2020-9', 0.29613976494352445), ('2020-10', 0.10709935778462833), ('2020-11', 0.24048676666355237), ('2020-12', 0.12447318683091506)]
0x9b08e4de5a14ccf51035a03166b5161b34595f8f,2017-12-03 23:35:06,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 1.1027207967933352), ('2018-1', 2.058425200781093), ('2018-2', 1.4034474934252956), ('2018-3', 1.3529732720727694), ('2018-4', 1.4045874393014217), ('2018-5', 1.3533841561300954), ('2018-6', 1.2522904110011162), ('2018-7', 1.3022886145884), ('2018-8', 1.302726596284374), ('2018-9', 1.302857559621101), ('2018-10', 1.4032984422451453), ('2018-11', 1.5003353830326713), ('2018-12', 1.0368921480518418), ('2019-1', 1.530439670005463), ('2019-2', 1.4026493867420213), ('2019-3', 1.4807546210359641), ('2019-4', 1.5326177855340395), ('2019-5', 0.9539013782065002), ('2019-6', 1.2028129208902123), ('2019-7', 1.0017024022672962), ('2019-8', 0.013441786272499479), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.1601686493985507), ('2019-12', 0.4502360499851256), ('2020-1', 0.6007966169916679), ('2020-2', 0.5508363105555124), ('2020-3', 0.5505814205392935), ('2020-4', 0.5508181669231328), ('2020-5', 0.6005976012588239), ('2020-6', 0.6598020048522859), ('2020-7', 0.6506366691366365), ('2020-8', 1.053263141176899), ('2020-9', 2.0253824187432063), ('2020-10', 2.356523595628439), ('2020-11', 2.30885272236033), ('2020-12', 2.0975935542449373)]
0x3fb9d4110d484048c35bfe90e568a74d025ee839,2017-08-08 08:15:27,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 1.418017992623924), ('2017-9', 1.0003146127383888), ('2017-10', 0.7798597037281383), ('2017-11', 0.48032252977293016), ('2017-12', 0.9620518741948563), ('2018-1', 0.7012452690829916), ('2018-2', 0.6505892057041291), ('2018-3', 0.8012189683600985), ('2018-4', 0.7007193874958494), ('2018-5', 1.1026911559330481), ('2018-6', 0.8515579485576744), ('2018-7', 0.7616224345402033), ('2018-8', 1.1521908304504833), ('2018-9', 1.2031343824517153), ('2018-10', 1.3032204020072955), ('2018-11', 1.3669732091991), ('2018-12', 1.756436197650517), ('2019-1', 1.5487438003999947), ('2019-2', 1.4214351958542393), ('2019-3', 1.4661376429319106), ('2019-4', 0.6052828571503193), ('2019-5', 1.1626479686578852), ('2019-6', 1.3027921806261786), ('2019-7', 0.9513053297242247), ('2019-8', 1.1521397282275858), ('2019-9', 0.029901208994927788), ('2019-10', 0.0), ('2019-11', 0.8118222043983577), ('2019-12', 1.0524375399177153), ('2020-1', 1.3534135993300183), ('2020-2', 1.1525098215356517), ('2020-3', 1.2543317216423218), ('2020-4', 1.2030304212749663), ('2020-5', 1.2523343331710906), ('2020-6', 1.4437335297743812), ('2020-7', 1.4774254736032197), ('2020-8', 1.80334836773171), ('2020-9', 3.220957051848493), ('2020-10', 2.386685337692836), ('2020-11', 1.295933789286078), ('2020-12', 0.5506904335246979)]
0x6c636a71a38c8398a629b209ade5638833067a44,2018-10-04 10:35:31,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 2.605427342717619), ('2018-11', 3.0237287561072574), ('2018-12', 3.799632562313043), ('2019-1', 3.1888583115322406), ('2019-2', 2.98190598454183), ('2019-3', 2.986546753262259), ('2019-4', 2.7423150576804516), ('2019-5', 2.70704068056322), ('2019-6', 2.604993454374708), ('2019-7', 2.50447133809373), ('2019-8', 2.6052485193749453), ('2019-9', 2.4040760629539575), ('2019-10', 2.4038684903453094), ('2019-11', 2.203666745171046), ('2019-12', 2.203826064885126), ('2020-1', 2.709776681652993), ('2020-2', 1.9037291740898539), ('2020-3', 2.3305232764495507), ('2020-4', 2.5065963506130458), ('2020-5', 2.7072444519885672), ('2020-6', 3.1068978018935436), ('2020-7', 2.7655813682691455), ('2020-8', 2.7426992230525853), ('2020-9', 3.4649970523774534), ('2020-10', 2.003136327579305), ('2020-11', 2.0039745318623257), ('2020-12', 2.004179402194291)]
0x3e28bacaffd716d6e0252aca5cf606cadc1312b0,2017-12-06 19:55:17,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 3.331542968203456), ('2018-1', 3.4253747481425316), ('2018-2', 2.166071163753559), ('2018-3', 1.9066470106440994), ('2018-4', 1.483622517262222), ('2018-5', 1.6265164921403972), ('2018-6', 1.1718185626790736), ('2018-7', 1.0210653461393102), ('2018-8', 1.2206118178063987), ('2018-9', 1.369122721002645), ('2018-10', 1.488231205591127), ('2018-11', 1.9126800702171327), ('2018-12', 1.668075725725063), ('2019-1', 2.2562669395770385), ('2019-2', 1.3424740011032275), ('2019-3', 1.6296863173258713), ('2019-4', 1.671299385573078), ('2019-5', 1.6194765803854878), ('2019-6', 0.36958601648511025), ('2019-7', 0.5652125055080226), ('2019-8', 1.0442842722975447), ('2019-9', 0.9251713864339208), ('2019-10', 1.2653900487111442), ('2019-11', 1.0331951956318135), ('2019-12', 1.2354038005738803), ('2020-1', 1.093895830516396), ('2020-2', 1.1549244225706916), ('2020-3', 1.3916969030280666), ('2020-4', 1.06978588586122), ('2020-5', 1.1172315477895758), ('2020-6', 1.3228214245572005), ('2020-7', 0.60331886530711), ('2020-8', 1.246621971342967), ('2020-9', 1.7956161223708165), ('2020-10', 0.8834708374036484), ('2020-11', 0.8000986365758588), ('2020-12', 0.9818562742040298)]
0x238414b8a1574b33be65a6b3bfd9aa626cba21a0,2020-12-28 08:34:51,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.0), ('2020-10', 0.0), ('2020-11', 0.0), ('2020-12', 0.015007612452850792)]
