wallet_address,date_of_first_income,array_of_monthly_ether_income
0xefbee6aa80e6704beca8d38ad01389a96015e8e9,2020-09-16 09:15:50,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.20007049458578335), ('2020-10', 0.4003055354771663), ('2020-11', 0.35032684967393984), ('2020-12', 0.4504244846453334)]
0x5954e4d04de030e328130f3ffee3e020c47c8158,2020-07-24 08:32:46,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.2000752183747988), ('2020-8', 0.5004696746846528), ('2020-9', 0.6004250462427456), ('2020-10', 0.4512218115973665), ('2020-11', 0.3307445285124288), ('2020-12', 0.35029606703171623)]
0xb0dbbad51a086b9543db9f3b6b4ff1acceddc39d,2020-09-14 07:10:51,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.07769536118655081), ('2020-10', 0.10005363956032233), ('2020-11', 0.18183498441557427), ('2020-12', 0.22955023408800246)]
0x034dbc34982318cdb35f8f4c4c70ae25b0a65023,2018-02-20 05:38:02,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.1744654974588451), ('2018-3', 0.806875690613076), ('2018-4', 1.4536033867922153), ('2018-5', 1.7781083532216961), ('2018-6', 1.591636344446722), ('2018-7', 1.1114880494643775), ('2018-8', 1.265100672103871), ('2018-9', 1.3702526159504609), ('2018-10', 1.578922502989258), ('2018-11', 1.400484860885243), ('2018-12', 1.6941945396667086), ('2019-1', 1.8016316889911932), ('2019-2', 1.1657528093790104), ('2019-3', 0.9094361914841003), ('2019-4', 1.1364121306162427), ('2019-5', 1.200427785734301), ('2019-6', 1.351772774555511), ('2019-7', 1.6007770257420424), ('2019-8', 1.400550330169138), ('2019-9', 0.10402971961493188), ('2019-10', 0.010057698026258584), ('2019-11', 2.0024669749365893), ('2019-12', 1.601467451601285), ('2020-1', 1.8015090225544368), ('2020-2', 1.200681160926688), ('2020-3', 1.8011264102112943), ('2020-4', 2.0031977669598144), ('2020-5', 1.2005608147441231), ('2020-6', 0.6326566817829213), ('2020-7', 0.29414420380243234), ('2020-8', 0.363563146498609), ('2020-9', 1.3428381429379244), ('2020-10', 0.7261550476518895), ('2020-11', 0.5549340859544953), ('2020-12', 0.8957187512169702)]
0x91e6a7cdd74dddfab23e82cf6d84d1a26615bf72,2020-11-06 15:00:04,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.0), ('2020-10', 0.0), ('2020-11', 1.3490248268525202), ('2020-12', 1.4362330961822207)]
0x2ea591eadc32a684a2e3fbbbca5ee5ba824f4060,2018-02-01 09:23:12,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.49477629763291386), ('2018-3', 0.3703662389295907), ('2018-4', 0.37376408094823405), ('2018-5', 0.44318322717498865), ('2018-6', 0.27180019113958304), ('2018-7', 0.3569930366582374), ('2018-8', 0.41272184963607805), ('2018-9', 0.363569284295048), ('2018-10', 0.42964729014552394), ('2018-11', 0.36027942617013636), ('2018-12', 0.6001698592934914), ('2019-1', 0.5002231587672217), ('2019-2', 0.4002905575235864), ('2019-3', 0.5001688842131694), ('2019-4', 0.40024032085404465), ('2019-5', 0.4211269298538014), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.10143371555990742), ('2020-5', 0.36952975543081357), ('2020-6', 0.4319058649742666), ('2020-7', 0.5001836107385798), ('2020-8', 0.5003834073882243), ('2020-9', 0.6004443365899845), ('2020-10', 0.4405326647784198), ('2020-11', 0.3121111084118703), ('2020-12', 0.2615532106311206)]
0x1e5f73706b7d58882de6150706374ffc67a64290,2019-12-13 19:51:39,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.9671867565338281), ('2020-1', 1.9137757082829618), ('2020-2', 1.8263761729871035), ('2020-3', 2.2076069278301076), ('2020-4', 2.04473623292007), ('2020-5', 3.698613605959003), ('2020-6', 3.2764692099775563), ('2020-7', 3.8966976697741313), ('2020-8', 3.8330738325143026), ('2020-9', 4.254122779399421), ('2020-10', 1.4496766507598127), ('2020-11', 2.4830607980545527), ('2020-12', 1.1403103087091844)]
0x4b75935047715ae7309731ed3366ac153e987900,2020-12-08 07:06:35,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.0), ('2020-10', 0.0), ('2020-11', 0.0), ('2020-12', 0.09019033792144672)]
0xa8235d0ece50dfa29df32bd7413223bd1dd28d2e,2018-07-28 11:06:36,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.015143157923316051), ('2018-8', 0.35015143835731427), ('2018-9', 0.3001716809079462), ('2018-10', 0.3503023270169373), ('2018-11', 0.25010401998953546), ('2018-12', 0.1600710817331869), ('2019-1', 0.28829808170973825), ('2019-2', 0.2502000220118159), ('2019-3', 0.3502360896946701), ('2019-4', 0.30025616641296393), ('2019-5', 0.3002001781411062), ('2019-6', 0.1000155810634906), ('2019-7', 0.010020185040783754), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.06009069546344786), ('2020-5', 0.45042917829747897), ('2020-6', 0.4835112082835393), ('2020-7', 0.4503812627353877), ('2020-8', 0.5509150866163044), ('2020-9', 0.5508889955351168), ('2020-10', 0.4003329939743332), ('2020-11', 0.3503398306316539), ('2020-12', 0.24830780015949483)]
0xd4084fbb198dfcef21ada4fb526e9992fd8d8a22,2020-10-19 07:18:45,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.0), ('2020-10', 0.2001457984644231), ('2020-11', 1.4599829066474148), ('2020-12', 1.929894251934472)]
0x38c16b75f5e86d97e56a123c88d1868cc3201529,2020-08-11 02:18:25,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.608283255977067), ('2020-9', 0.7514421641533255), ('2020-10', 0.40041979406955647), ('2020-11', 0.4505057879316317), ('2020-12', 0.37131022601422997)]
0xe5d4d8ef178a5f39c8362bf94dd4c220ccee0ba6,2020-08-21 17:54:53,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.06742037617130671), ('2020-9', 6.265565364354392), ('2020-10', 0.2075253263111384), ('2020-11', 0.0), ('2020-12', 0.045959563755523306)]
0x8e5454342c6a2fc1034af1fa6a4dbd804c2fc600,2018-09-22 01:51:35,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.19298661597575223), ('2018-10', 0.36446638034629747), ('2018-11', 0.6156147279250884), ('2018-12', 0.800977354597444), ('2019-1', 0.9011618910643944), ('2019-2', 0.7513496274116641), ('2019-3', 0.7009728781516723), ('2019-4', 0.9016844000361429), ('2019-5', 0.9010845235206042), ('2019-6', 0.8003029077295686), ('2019-7', 0.8003867472720207), ('2019-8', 0.8005545583701583), ('2019-9', 0.8004842899404819), ('2019-10', 0.8003903853101866), ('2019-11', 0.7004145685194189), ('2019-12', 0.7008377350358379), ('2020-1', 0.9005653666839423), ('2020-2', 0.900604422548095), ('2020-3', 1.0009512397750036), ('2020-4', 0.9006657603603306), ('2020-5', 1.000688028209803), ('2020-6', 1.1478142854975404), ('2020-7', 1.2010916947193975), ('2020-8', 1.4019650345664265), ('2020-9', 1.4028882724827463), ('2020-10', 0.9007552124092024), ('2020-11', 0.8005710559838507), ('2020-12', 0.6656047833637113)]
0x16ff94d582251a5f0265df2544e85be035308fb4,2019-09-21 05:17:47,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.3852737209863074), ('2019-10', 0.6508746976600042), ('2019-11', 0.8290259065307621), ('2019-12', 0.6016174203977347), ('2020-1', 0.7594345966569356), ('2020-2', 0.8596591787198546), ('2020-3', 0.7352379905808645), ('2020-4', 0.9416366577045858), ('2020-5', 0.9877739827119225), ('2020-6', 0.6810866517715572), ('2020-7', 0.5934835681387767), ('2020-8', 1.0980771119372836), ('2020-9', 0.7981714797126845), ('2020-10', 0.8620206177460503), ('2020-11', 0.5954981916793418), ('2020-12', 0.5809066956990774)]
