wallet_address,date_of_first_income,array_of_monthly_ether_income
0xa1ed7ae12746b107b4e873033247210ab5a8f588,2018-07-15 14:08:19,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.4283866633212481), ('2018-8', 0.6366292787590728), ('2018-9', 0.835847952103737), ('2018-10', 0.6714311560054278), ('2018-11', 0.7337145255197141), ('2018-12', 1.0005708710756747), ('2019-1', 0.575516192495114), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.7072635913202427), ('2020-10', 0.43970890569457266), ('2020-11', 0.5578998749378015), ('2020-12', 0.45600925604701903)]
0xa680ea89740cea3840e1b03849c374363174fd9a,2021-01-07 12:23:57,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.0), ('2020-10', 0.0), ('2020-11', 0.0), ('2020-12', 0.0)]
0x9238138634560007639ac03d6e738056f7ee30c7,2019-09-21 13:15:17,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.11007277071208572), ('2019-10', 0.6004130763703008), ('2019-11', 0.6505802156488328), ('2019-12', 0.7013054503907856), ('2020-1', 0.453607655146622), ('2020-2', 0.11031488590048402), ('2020-3', 0.16011721637414594), ('2020-4', 0.13006058818903996), ('2020-5', 0.0), ('2020-6', 0.2846033387336346), ('2020-7', 0.9264792794499561), ('2020-8', 2.2642735194930808), ('2020-9', 2.672125077477866), ('2020-10', 1.802353159259361), ('2020-11', 1.6298081827009967), ('2020-12', 2.3564326061529086)]
0x9f461a5c3407c9f63f5de8f14314b43901081fd5,2020-01-14 01:36:34,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.5002937089635817), ('2020-2', 0.6002997084589485), ('2020-3', 0.7005011144821285), ('2020-4', 0.6004328528039857), ('2020-5', 0.8005043293688672), ('2020-6', 0.7102700823945275), ('2020-7', 0.8005122599947849), ('2020-8', 0.8013115237088431), ('2020-9', 0.9014717015749814), ('2020-10', 0.500214392424821), ('2020-11', 0.4003958912786629), ('2020-12', 0.32674108201980934)]
0xd775cd42ddfd4436cb3327ed21987f9f935f9edf,2020-02-19 17:27:41,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.15014759145640072), ('2020-3', 0.40031756690771536), ('2020-4', 0.4003536848184391), ('2020-5', 0.4503964021847287), ('2020-6', 0.5019169455107921), ('2020-7', 0.5005065181312429), ('2020-8', 0.5508189185633923), ('2020-9', 0.500883323652734), ('2020-10', 0.3502747112305091), ('2020-11', 0.2816251837673826), ('2020-12', 0.16013784919489393)]
0x0ae93f908985135ab0ef61a0b25dbc077a97536e,2020-02-20 13:35:30,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.17368366036879648), ('2020-3', 0.20282284574082984), ('2020-4', 0.26657901845650095), ('2020-5', 0.3561963742275029), ('2020-6', 0.48174851754784487), ('2020-7', 0.3943560204397257), ('2020-8', 0.5182497896964311), ('2020-9', 0.5218808253331484), ('2020-10', 0.24939373433252515), ('2020-11', 0.35843789737745396), ('2020-12', 0.11235387348552943)]
0x69bf573eb5ef9917c2b9342b08de72cd32066ec4,2020-12-09 06:47:17,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.0), ('2020-10', 0.0), ('2020-11', 0.0), ('2020-12', 0.2102028242681497)]
0xa91793ed2c18ee2d628b21395317371eb7b1e9b3,2017-05-31 11:38:14,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.049160122245723616), ('2017-6', 0.9959463528725252), ('2017-7', 0.24914127529794566), ('2017-8', 0.8341892970804148), ('2017-9', 0.267147702378593), ('2017-10', 0.0), ('2017-11', 0.6223479365316427), ('2017-12', 0.25542104364187657), ('2018-1', 0.3024570417492518), ('2018-2', 0.10072489430542127), ('2018-3', 0.0), ('2018-4', 0.1879046291157382), ('2018-5', 0.4539249792269221), ('2018-6', 0.2932320572266854), ('2018-7', 0.0), ('2018-8', 0.010011116816248705), ('2018-9', 0.11505583746280908), ('2018-10', 0.2917974902063792), ('2018-11', 0.10891224119839112), ('2018-12', 0.37047013915718624), ('2019-1', 0.5468945927078651), ('2019-2', 0.4144808339134087), ('2019-3', 0.30420976237773517), ('2019-4', 0.0), ('2019-5', 0.29816697894309935), ('2019-6', 0.5808838711599058), ('2019-7', 0.6852781675383908), ('2019-8', 0.47287256859002785), ('2019-9', 0.5368438267285081), ('2019-10', 0.6668144444083194), ('2019-11', 0.448668543804302), ('2019-12', 0.3342156916517013), ('2020-1', 0.2978849471317802), ('2020-2', 0.3601447067909031), ('2020-3', 0.4226785712364829), ('2020-4', 0.5253320061080574), ('2020-5', 0.44692734817755975), ('2020-6', 0.6072285985008925), ('2020-7', 0.31352726274906423), ('2020-8', 0.6272183012685839), ('2020-9', 0.5985145967143364), ('2020-10', 0.3609123450002983), ('2020-11', 0.3975193074313583), ('2020-12', 0.2858135001423275)]
0x85ee92356e72d56095848d239eb90e71135f6c39,2017-10-20 12:36:54,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.5591910764617327), ('2017-11', 1.1572436104752024), ('2017-12', 0.932191807824774), ('2018-1', 1.392395794539143), ('2018-2', 1.20128251593759), ('2018-3', 1.2010235147098711), ('2018-4', 1.201156249511981), ('2018-5', 1.2013225114479522), ('2018-6', 1.1014947633128591), ('2018-7', 1.200918716152051), ('2018-8', 1.2013590202419597), ('2018-9', 1.200948498248953), ('2018-10', 1.3017334264717384), ('2018-11', 1.302208422716386), ('2018-12', 1.7019541710485468), ('2019-1', 1.601804290453172), ('2019-2', 1.4026512046135944), ('2019-3', 1.6028117285280559), ('2019-4', 1.4014987088121056), ('2019-5', 1.4012495445045283), ('2019-6', 1.4013367206672886), ('2019-7', 1.301145783156736), ('2019-8', 1.2010975118392822), ('2019-9', 1.1008985572814862), ('2019-10', 1.201168946725635), ('2019-11', 1.0007777093136283), ('2019-12', 1.101097044059502), ('2020-1', 1.3013346969394917), ('2020-2', 0.9010677925973491), ('2020-3', 1.0009254900245033), ('2020-4', 0.7682045127454515), ('2020-5', 0.7224065479349632), ('2020-6', 0.6004204061799588), ('2020-7', 0.5728878425484214), ('2020-8', 0.8420004381654403), ('2020-9', 0.597031785227653), ('2020-10', 0.2818939510653891), ('2020-11', 0.10156132950625923), ('2020-12', 0.0860747186770878)]
0xa9f580ccce03221c37d19df9dd6280c7def01faa,2017-08-23 06:12:48,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.5029654695755527), ('2017-9', 0.5972978325985442), ('2017-10', 0.39808236820409015), ('2017-11', 0.19911895779112207), ('2017-12', 0.5765178065502627), ('2018-1', 0.7187989883597745), ('2018-2', 1.0005058764903663), ('2018-3', 0.71275493723932), ('2018-4', 0.7618992418970343), ('2018-5', 0.8435882326668546), ('2018-6', 0.6572035380871305), ('2018-7', 0.6744502118764777), ('2018-8', 0.7322105687567027), ('2018-9', 0.6398987939693461), ('2018-10', 0.8298659076289832), ('2018-11', 0.6014676161629225), ('2018-12', 0.6200799145158987), ('2019-1', 0.38233178503412996), ('2019-2', 0.2968066695098096), ('2019-3', 0.27249561883904283), ('2019-4', 0.271041220436762), ('2019-5', 0.3114753444892143), ('2019-6', 0.37432555627867903), ('2019-7', 0.6070945759904176), ('2019-8', 0.4788694816666754), ('2019-9', 0.4750041994403529), ('2019-10', 0.5553477062329999), ('2019-11', 0.4665914960147327), ('2019-12', 0.44313418057742654), ('2020-1', 0.47203581294915153), ('2020-2', 0.3379335648138423), ('2020-3', 0.19721934657146123), ('2020-4', 0.2663648601191375), ('2020-5', 0.03597376348088228), ('2020-6', 0.24781018161989407), ('2020-7', 0.2887395321827636), ('2020-8', 0.25753930098312594), ('2020-9', 0.6622192696822269), ('2020-10', 0.3949885655736699), ('2020-11', 0.36750333343152713), ('2020-12', 0.38844773981881836)]
0x743a00a03bacb6eb6ceedc3a8fc63b530e867c1d,2018-08-22 11:17:13,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.05531043415122605), ('2018-9', 0.2765149480397305), ('2018-10', 0.7102719102293704), ('2018-11', 0.8757521953844575), ('2018-12', 1.0002722451215482), ('2019-1', 0.8805151668706378), ('2019-2', 0.786083930658344), ('2019-3', 0.6765127215366884), ('2019-4', 0.6889977371741767), ('2019-5', 0.8228024464243002), ('2019-6', 0.5866869279556863), ('2019-7', 0.5665876853859807), ('2019-8', 0.4222209455605865), ('2019-9', 0.44568410077436604), ('2019-10', 0.6804511350739788), ('2019-11', 0.5106001366035349), ('2019-12', 0.35060645497845416), ('2020-1', 0.6248667238067754), ('2020-2', 0.5361842376450909), ('2020-3', 0.5883284519031999), ('2020-4', 0.5931060542182287), ('2020-5', 0.4092141137194051), ('2020-6', 0.37546577913294327), ('2020-7', 0.595102141754906), ('2020-8', 0.3661279112498045), ('2020-9', 0.5748172240297785), ('2020-10', 0.38733430628497145), ('2020-11', 0.3570608838306757), ('2020-12', 0.41582133594104553)]
0x432f88461dbe33a70e843eeaaeaf8b00c184dafa,2020-10-10 00:37:06,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.0), ('2017-10', 0.0), ('2017-11', 0.0), ('2017-12', 0.0), ('2018-1', 0.0), ('2018-2', 0.0), ('2018-3', 0.0), ('2018-4', 0.0), ('2018-5', 0.0), ('2018-6', 0.0), ('2018-7', 0.0), ('2018-8', 0.0), ('2018-9', 0.0), ('2018-10', 0.0), ('2018-11', 0.0), ('2018-12', 0.0), ('2019-1', 0.0), ('2019-2', 0.0), ('2019-3', 0.0), ('2019-4', 0.0), ('2019-5', 0.0), ('2019-6', 0.0), ('2019-7', 0.0), ('2019-8', 0.0), ('2019-9', 0.0), ('2019-10', 0.0), ('2019-11', 0.0), ('2019-12', 0.0), ('2020-1', 0.0), ('2020-2', 0.0), ('2020-3', 0.0), ('2020-4', 0.0), ('2020-5', 0.0), ('2020-6', 0.0), ('2020-7', 0.0), ('2020-8', 0.0), ('2020-9', 0.0), ('2020-10', 0.35036067845849034), ('2020-11', 0.40052703549280466), ('2020-12', 0.35047801699845343)]
0xb22e82e774b785961b5cf37458ca0617bcd1d0ae,2017-09-07 22:17:10,[('2015-1', 0.0), ('2015-2', 0.0), ('2015-3', 0.0), ('2015-4', 0.0), ('2015-5', 0.0), ('2015-6', 0.0), ('2015-7', 0.0), ('2015-8', 0.0), ('2015-9', 0.0), ('2015-10', 0.0), ('2015-11', 0.0), ('2015-12', 0.0), ('2016-1', 0.0), ('2016-2', 0.0), ('2016-3', 0.0), ('2016-4', 0.0), ('2016-5', 0.0), ('2016-6', 0.0), ('2016-7', 0.0), ('2016-8', 0.0), ('2016-9', 0.0), ('2016-10', 0.0), ('2016-11', 0.0), ('2016-12', 0.0), ('2017-1', 0.0), ('2017-2', 0.0), ('2017-3', 0.0), ('2017-4', 0.0), ('2017-5', 0.0), ('2017-6', 0.0), ('2017-7', 0.0), ('2017-8', 0.0), ('2017-9', 0.5040102958342068), ('2017-10', 0.0), ('2017-11', 0.1820143223288178), ('2017-12', 0.09381516508461019), ('2018-1', 0.23679292147619974), ('2018-2', 0.16409110057362047), ('2018-3', 0.14280165117783508), ('2018-4', 0.16417780631924447), ('2018-5', 0.12768331134938055), ('2018-6', 0.13499418421129472), ('2018-7', 0.1610014896525729), ('2018-8', 0.11941412999597562), ('2018-9', 0.1453719890933185), ('2018-10', 0.17284437069083142), ('2018-11', 0.1403167717880774), ('2018-12', 0.217308437839182), ('2019-1', 0.11103699994799215), ('2019-2', 0.07955686270282251), ('2019-3', 0.10141684071308846), ('2019-4', 0.1474714692073162), ('2019-5', 0.1072750379807345), ('2019-6', 0.15158018224999167), ('2019-7', 0.2220477170971153), ('2019-8', 0.1708190596338085), ('2019-9', 0.21224866575686768), ('2019-10', 0.15175654081701215), ('2019-11', 0.1455628912126188), ('2019-12', 0.14952207725046024), ('2020-1', 0.10513524839975347), ('2020-2', 0.1500171346614292), ('2020-3', 0.1988674364833137), ('2020-4', 0.16105951121468357), ('2020-5', 0.1687224762511118), ('2020-6', 0.22674459828458748), ('2020-7', 0.16537413033149434), ('2020-8', 0.18733279768059163), ('2020-9', 0.3395582728082089), ('2020-10', 0.16249088484290025), ('2020-11', 0.14896045520641318), ('2020-12', 0.1660762122660627)]
