to_address, from_address, block_number, datetime, amount_ether
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6495405, '2018-10-11 07:05:12', 0.7496902560745822)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0x323632d993fe227753ab7cc9c14834f60e043abf', 6505652, '2018-10-12 22:59:48', 25.0)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6538491, '2018-10-18 07:10:04', 0.12810694234534523)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6570503, '2018-10-23 12:57:20', 0.5010910397244468)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6576692, '2018-10-24 13:02:46', 0.7035217944915539)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6582824, '2018-10-25 13:08:09', 0.7664542154262812)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6588924, '2018-10-26 13:08:55', 0.8160264692010537)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6595078, '2018-10-27 13:12:09', 0.7867869460864486)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6601167, '2018-10-28 13:09:37', 0.7834768407026894)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6607332, '2018-10-29 13:19:00', 0.7073810911026653)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6613401, '2018-10-30 13:19:47', 0.7047360160428505)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6619607, '2018-10-31 13:28:32', 0.7770279089625575)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6625663, '2018-11-01 13:33:25', 0.7874061841504367)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6631771, '2018-11-02 13:41:20', 0.828283689301445)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6637897, '2018-11-03 13:39:13', 0.8315434775020145)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6644051, '2018-11-04 12:50:43', 0.8114469278153315)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6650105, '2018-11-05 12:52:35', 0.812370785223378)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6656205, '2018-11-06 12:58:28', 0.8177532454979484)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6662318, '2018-11-07 13:01:01', 0.7824967543526348)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6668447, '2018-11-08 13:05:47', 0.7680039662587497)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6674538, '2018-11-09 13:08:19', 0.8246290925690902)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6680700, '2018-11-10 13:16:03', 0.7922980597625562)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6686840, '2018-11-11 13:15:41', 0.7508062705504472)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6693030, '2018-11-12 13:27:20', 0.7915073070207346)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6699081, '2018-11-13 13:27:36', 0.7826568188304655)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6720018, '2018-11-16 23:39:00', 0.501401819167897)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6726129, '2018-11-17 23:35:37', 0.8112036350948411)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6732300, '2018-11-18 23:43:33', 0.7967893357560336)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6738360, '2018-11-19 23:49:09', 0.789417073498324)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0x323632d993fe227753ab7cc9c14834f60e043abf', 6739104, '2018-11-20 02:50:28', 20.0)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6744422, '2018-11-20 23:50:36', 0.734631877560506)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6750460, '2018-11-21 23:52:50', 0.534374461893369)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6756639, '2018-11-22 23:59:28', 0.8689808023021198)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6762756, '2018-11-24 00:03:30', 0.8450334044553872)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6768933, '2018-11-25 00:07:56', 0.8632532511865494)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6775097, '2018-11-26 00:12:41', 0.8932582575084285)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6781122, '2018-11-27 00:11:18', 0.894847135252044)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6787127, '2018-11-28 00:18:52', 0.9638580701786358)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6793235, '2018-11-29 00:26:01', 0.9282257008433205)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6799323, '2018-11-30 00:31:41', 0.9430522855099756)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6805442, '2018-12-01 00:33:02', 0.9514988494805704)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6811454, '2018-12-02 00:37:14', 0.9393806273162494)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6817503, '2018-12-03 00:37:42', 0.9105043251094157)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6823566, '2018-12-04 00:39:18', 0.9117816728992941)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6829563, '2018-12-05 00:40:18', 0.9484123769623564)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6835667, '2018-12-06 00:45:49', 0.9759940179251645)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6841693, '2018-12-07 00:51:45', 0.9473546691586414)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6847747, '2018-12-08 00:59:29', 0.9975512840701658)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6853850, '2018-12-09 01:03:29', 0.9811928094759246)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6859975, '2018-12-10 01:08:26', 0.9882155268104114)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xd4dfa2d05b92b6647508fec1aaa1a3e7eb07e9aa', 6865506, '2018-12-10 23:00:50', 20.0)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6866043, '2018-12-11 01:10:48', 1.0074142505190788)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6872092, '2018-12-12 01:14:33', 0.998251213955954)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6878207, '2018-12-13 01:24:14', 1.0347086059069464)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6884300, '2018-12-14 01:20:53', 1.0495763185377716)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6890352, '2018-12-15 01:21:58', 1.0164585914983038)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6896416, '2018-12-16 01:23:38', 1.0383275275319563)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6902382, '2018-12-17 01:27:49', 1.0327066768009818)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6908297, '2018-12-18 01:32:32', 0.743523090453455)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6914189, '2018-12-19 01:38:14', 1.0364694535718666)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6920034, '2018-12-20 01:40:35', 1.0437121178850441)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6925951, '2018-12-21 01:42:00', 1.0335973853387417)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6931809, '2018-12-22 01:45:19', 1.014957465283371)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6937678, '2018-12-23 01:46:27', 1.0025977127244932)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6943631, '2018-12-24 01:55:11', 1.0199994687345224)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xdd7ebfd96ed480b5193df060bba8813b3469c4ff', 6949053, '2018-12-24 23:46:35', 15.0)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6949617, '2018-12-25 02:00:25', 1.0080528262823185)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6955554, '2018-12-26 01:59:49', 0.9354582921543129)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6961458, '2018-12-27 02:05:17', 0.8555306642722458)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6967409, '2018-12-28 02:08:47', 0.9151941646616993)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6973335, '2018-12-29 02:14:07', 1.0049482433477472)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6979310, '2018-12-30 02:15:16', 0.9582779212200256)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6985240, '2018-12-31 02:17:57', 0.990125174582926)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6991097, '2019-01-01 02:23:46', 0.9287463058442358)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 6997057, '2019-01-02 02:25:46', 0.9826742741600971)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7002833, '2019-01-03 02:31:03', 0.9330785146713115)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7008434, '2019-01-04 02:30:05', 0.8884170430954651)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7013986, '2019-01-05 02:32:38', 0.8573716605443764)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7019630, '2019-01-06 02:32:31', 0.9004607764352678)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0x7088768daab823c7a9bcf7a397fc1efee9ac8167', 7023915, '2019-01-06 21:03:20', 10.0)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7025235, '2019-01-07 02:38:15', 0.8655928162830866)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7030825, '2019-01-08 02:44:04', 0.8602733303166653)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7036451, '2019-01-09 02:45:57', 0.8788711394786067)
('0x9251c6221e97f01e7ae0f3b6ce7e626a40bf2107', '0xdd619667be721974a21b22bf5e7d54e51adf9c01', 7041475, '2019-01-10 00:29:57', 4.995246692138545)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7042000, '2019-01-10 02:51:26', 0.8379379133698861)
('0x9251c6221e97f01e7ae0f3b6ce7e626a40bf2107', '0xdd619667be721974a21b22bf5e7d54e51adf9c01', 7042112, '2019-01-10 03:16:13', 300.83804291336986)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0x7c6694032b4db11ac485e1cff0f7509d58b41569', 7044731, '2019-01-10 14:24:37', 0.0)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7047621, '2019-01-11 02:56:17', 0.88378259327359)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7053250, '2019-01-12 02:59:53', 0.882550105436229)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7058823, '2019-01-13 03:00:40', 0.8583362868910794)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7064421, '2019-01-14 03:05:49', 0.8807695093137252)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7070056, '2019-01-15 03:05:45', 0.8963940195952605)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xd551234ae421e3bcba99a0da6d736074f22192ff', 7074616, '2019-01-15 22:39:11', 49.99)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7075625, '2019-01-16 03:16:51', 0.8810967283430695)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xd551234ae421e3bcba99a0da6d736074f22192ff', 7080258, '2019-01-16 23:07:11', 54.99)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7081250, '2019-01-17 03:23:40', 0.8872155552834967)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0x564286362092d8e7936f0549571a803b203aaced', 7086607, '2019-01-18 02:18:54', 54.99)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7086871, '2019-01-18 03:21:20', 0.9172006852002168)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7092543, '2019-01-19 03:30:12', 0.873075207164344)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0x0681d8db095565fe8a346fa0277bffde9c0edbbf', 7092600, '2019-01-19 03:45:29', 54.99)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7098149, '2019-01-20 03:25:01', 0.8947300400194633)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xd551234ae421e3bcba99a0da6d736074f22192ff', 7099002, '2019-01-20 07:08:08', 54.99)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7103500, '2019-01-21 03:31:25', 0.8652093108586062)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0x564286362092d8e7936f0549571a803b203aaced', 7107256, '2019-01-21 21:02:27', 40.8232896)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7111269, '2019-01-22 16:05:12', 0.5009468272333074)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7116282, '2019-01-23 16:12:17', 0.8128578351008049)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7121383, '2019-01-24 16:11:01', 0.8180275297886195)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7126487, '2019-01-25 16:14:47', 0.6971580859842788)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7131551, '2019-01-26 16:17:13', 0.8359817640838723)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7136589, '2019-01-27 16:24:13', 0.8642827228890154)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7141461, '2019-01-28 16:23:41', 0.9223997812297134)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7146361, '2019-01-29 16:31:57', 0.9639755773903996)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7151305, '2019-01-30 16:30:40', 0.9877780987096599)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7157287, '2019-01-31 21:39:11', 0.9986571553067879)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7161123, '2019-02-01 16:42:15', 0.9306876357271876)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7166062, '2019-02-02 16:43:28', 0.9901748645754499)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7170934, '2019-02-03 16:46:17', 1.0244861373858263)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0x323632d993fe227753ab7cc9c14834f60e043abf', 7172687, '2019-02-04 01:17:37', 15.0)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7175881, '2019-02-04 16:47:40', 0.9693869904562148)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7180817, '2019-02-05 16:52:50', 0.964192161839893)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7185694, '2019-02-06 16:55:00', 0.9625695026112907)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7190635, '2019-02-07 16:58:42', 0.9917671987254137)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7195562, '2019-02-08 17:02:43', 0.8778423279443419)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7200435, '2019-02-09 17:08:38', 0.9570062708287229)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7204736, '2019-02-10 17:05:32', 0.8258838172122275)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7208946, '2019-02-11 17:12:32', 0.8489016225057322)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0x323632d993fe227753ab7cc9c14834f60e043abf', 7209761, '2019-02-11 21:38:31', 10.0)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7213213, '2019-02-12 17:17:12', 0.8721637428689053)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7217401, '2019-02-13 17:18:37', 0.8131587377111417)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7221575, '2019-02-14 17:20:55', 0.7925468275273378)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7225753, '2019-02-15 17:27:12', 0.73764666464372)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7229978, '2019-02-16 17:35:44', 0.8959567836234972)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7234158, '2019-02-17 17:37:05', 0.8226972195597818)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7238354, '2019-02-18 17:41:29', 0.8508821737814606)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7242692, '2019-02-19 17:45:33', 0.9108727757648698)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7246896, '2019-02-20 17:44:38', 0.8025104323434256)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7251155, '2019-02-21 17:46:09', 0.8203600389018038)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7255415, '2019-02-22 17:55:07', 0.8245100779440191)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7259779, '2019-02-23 17:55:37', 0.674551016283924)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7264051, '2019-02-24 18:01:54', 0.7835761965064705)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7268325, '2019-02-25 18:06:27', 0.803469640286013)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7272584, '2019-02-26 18:07:50', 0.7478152021355575)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7276882, '2019-02-27 18:09:42', 0.8140555475450698)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7281363, '2019-02-28 18:15:35', 0.7423724061412316)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7287463, '2019-03-01 18:18:55', 0.7724909703264147)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7293875, '2019-03-02 18:27:36', 0.7784606414608803)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7300290, '2019-03-03 18:26:41', 0.7767804580142768)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7306728, '2019-03-04 18:33:17', 0.771691440610734)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7313102, '2019-03-05 18:34:21', 0.7704115056549288)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7319552, '2019-03-06 18:34:35', 0.7527023917801998)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7325972, '2019-03-07 18:37:06', 0.7036747409800274)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7332360, '2019-03-08 18:40:09', 0.720934640786295)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7338829, '2019-03-09 18:45:58', 0.7398154545232757)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7345303, '2019-03-10 19:52:41', 0.7260330854945775)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0x323632d993fe227753ab7cc9c14834f60e043abf', 7347381, '2019-03-11 03:41:34', 20.0)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7353160, '2019-03-12 01:14:58', 0.5017467482471121)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7359586, '2019-03-13 01:16:43', 0.5851158173373834)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7366025, '2019-03-14 01:18:53', 0.763831649141083)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7372487, '2019-03-15 01:21:37', 0.7457811576352362)
